"age" "job" "marital" "education" "default" "balance" "housing" "loan" "contact" "day" "month" "duration" "campaign" "pdays" "previous" "poutcome" "y"
"3912" 48 "blue-collar" "married" "secondary" "no" 478 "yes" "yes" "unknown" 16 "may" 168 2 -1 0 "unknown" "no"
"3919" 42 "blue-collar" "married" "secondary" "no" 314 "yes" "yes" "unknown" 16 "may" 269 2 -1 0 "unknown" "no"
"3934" 41 "blue-collar" "married" "primary" "no" 208 "yes" "no" "unknown" 16 "may" 315 3 -1 0 "unknown" "no"
"3936" 44 "blue-collar" "married" "tertiary" "no" 2185 "yes" "no" "unknown" 16 "may" 698 1 -1 0 "unknown" "no"
"3937" 42 "blue-collar" "married" "secondary" "no" 351 "yes" "no" "unknown" 16 "may" 76 21 -1 0 "unknown" "no"
"3938" 45 "blue-collar" "married" "primary" "no" 71 "yes" "no" "unknown" 16 "may" 355 2 -1 0 "unknown" "no"
"3942" 32 "blue-collar" "married" "primary" "no" 244 "yes" "no" "unknown" 16 "may" 128 2 -1 0 "unknown" "no"
"3946" 49 "blue-collar" "divorced" "secondary" "yes" 259 "no" "no" "unknown" 16 "may" 283 2 -1 0 "unknown" "no"
"3948" 33 "blue-collar" "single" "secondary" "no" 371 "yes" "no" "unknown" 16 "may" 1128 3 -1 0 "unknown" "no"
"3949" 50 "blue-collar" "married" "primary" "no" 231 "yes" "no" "unknown" 16 "may" 171 4 -1 0 "unknown" "no"
"3952" 32 "blue-collar" "married" "primary" "no" 158 "yes" "no" "unknown" 16 "may" 84 4 -1 0 "unknown" "no"
"3953" 43 "blue-collar" "divorced" "primary" "no" -57 "yes" "no" "unknown" 16 "may" 221 2 -1 0 "unknown" "no"
"3955" 49 "blue-collar" "married" "primary" "no" 327 "yes" "no" "unknown" 16 "may" 138 2 -1 0 "unknown" "no"
"3961" 35 "blue-collar" "single" "secondary" "no" 88 "yes" "no" "unknown" 16 "may" 344 4 -1 0 "unknown" "no"
"3964" 42 "blue-collar" "married" "primary" "yes" 398 "yes" "no" "unknown" 16 "may" 251 4 -1 0 "unknown" "no"
"3966" 41 "blue-collar" "single" "primary" "no" 1649 "yes" "no" "unknown" 16 "may" 312 3 -1 0 "unknown" "no"
"3967" 58 "blue-collar" "married" "secondary" "no" 886 "no" "no" "unknown" 16 "may" 302 4 -1 0 "unknown" "no"
"3968" 40 "blue-collar" "married" "secondary" "no" 1161 "yes" "yes" "unknown" 16 "may" 292 8 -1 0 "unknown" "no"
"3970" 45 "blue-collar" "married" "primary" "no" 137 "yes" "yes" "unknown" 16 "may" 187 19 -1 0 "unknown" "no"
"3972" 35 "blue-collar" "married" "primary" "no" 767 "yes" "no" "unknown" 16 "may" 1408 2 -1 0 "unknown" "no"
"3973" 28 "blue-collar" "single" "secondary" "no" 1112 "yes" "no" "unknown" 16 "may" 827 2 -1 0 "unknown" "no"
"3977" 55 "blue-collar" "married" "primary" "no" -268 "yes" "no" "unknown" 16 "may" 160 6 -1 0 "unknown" "no"
"3978" 37 "blue-collar" "single" "secondary" "no" 197 "yes" "no" "unknown" 16 "may" 251 3 -1 0 "unknown" "no"
"3981" 35 "blue-collar" "single" "secondary" "no" 510 "yes" "no" "unknown" 16 "may" 81 6 -1 0 "unknown" "no"
"3987" 52 "blue-collar" "married" "primary" "no" 1007 "yes" "no" "unknown" 16 "may" 248 2 -1 0 "unknown" "no"
"3988" 44 "blue-collar" "married" "primary" "no" 195 "yes" "no" "unknown" 16 "may" 541 5 -1 0 "unknown" "no"
"3989" 36 "blue-collar" "married" "secondary" "no" 513 "yes" "no" "unknown" 16 "may" 427 3 -1 0 "unknown" "no"
"3991" 44 "blue-collar" "married" "primary" "no" 12 "yes" "no" "unknown" 16 "may" 408 10 -1 0 "unknown" "no"
"3992" 24 "blue-collar" "single" "secondary" "no" 77 "yes" "no" "unknown" 16 "may" 236 2 -1 0 "unknown" "no"
"3993" 56 "blue-collar" "married" "primary" "no" 8318 "yes" "no" "unknown" 16 "may" 428 2 -1 0 "unknown" "no"
"3994" 41 "blue-collar" "divorced" "secondary" "no" -104 "yes" "no" "unknown" 16 "may" 32 3 -1 0 "unknown" "no"
"3996" 53 "blue-collar" "married" "secondary" "no" 2 "yes" "no" "unknown" 16 "may" 851 2 -1 0 "unknown" "no"
"3997" 41 "blue-collar" "single" "primary" "no" 0 "yes" "no" "unknown" 16 "may" 522 5 -1 0 "unknown" "no"
"3998" 26 "blue-collar" "single" "primary" "no" -579 "yes" "no" "unknown" 16 "may" 320 3 -1 0 "unknown" "no"
"4003" 40 "blue-collar" "married" "secondary" "no" 0 "yes" "no" "unknown" 16 "may" 167 2 -1 0 "unknown" "no"
"4007" 57 "blue-collar" "married" "unknown" "no" 97 "yes" "no" "unknown" 16 "may" 260 6 -1 0 "unknown" "no"
"4008" 32 "blue-collar" "married" "primary" "no" 217 "yes" "no" "unknown" 16 "may" 169 3 -1 0 "unknown" "no"
"4011" 42 "blue-collar" "married" "secondary" "no" 388 "yes" "yes" "unknown" 16 "may" 437 2 -1 0 "unknown" "no"
"4016" 34 "blue-collar" "married" "secondary" "no" 305 "yes" "no" "unknown" 16 "may" 1245 25 -1 0 "unknown" "no"
"4017" 23 "blue-collar" "single" "secondary" "no" 105 "yes" "no" "unknown" 16 "may" 498 2 -1 0 "unknown" "no"
"4023" 38 "blue-collar" "married" "primary" "no" -326 "yes" "no" "unknown" 16 "may" 237 3 -1 0 "unknown" "no"
"4024" 38 "blue-collar" "single" "primary" "no" 1465 "yes" "no" "unknown" 16 "may" 239 2 -1 0 "unknown" "no"
"4027" 30 "blue-collar" "married" "secondary" "no" 68 "yes" "yes" "unknown" 16 "may" 393 2 -1 0 "unknown" "no"
"4033" 44 "blue-collar" "married" "primary" "no" 75 "no" "no" "unknown" 16 "may" 107 3 -1 0 "unknown" "no"
"4034" 56 "blue-collar" "married" "unknown" "no" 22 "yes" "no" "unknown" 16 "may" 103 7 -1 0 "unknown" "no"
"4036" 34 "blue-collar" "married" "primary" "no" 695 "yes" "yes" "unknown" 16 "may" 1064 4 -1 0 "unknown" "yes"
"4037" 51 "blue-collar" "divorced" "primary" "no" 83 "yes" "no" "unknown" 16 "may" 24 4 -1 0 "unknown" "no"
"4044" 35 "blue-collar" "married" "primary" "no" 378 "yes" "no" "unknown" 16 "may" 427 3 -1 0 "unknown" "no"
"4046" 47 "blue-collar" "married" "unknown" "no" 584 "yes" "no" "unknown" 19 "may" 79 19 -1 0 "unknown" "no"
"4049" 38 "blue-collar" "married" "secondary" "no" 660 "yes" "yes" "unknown" 19 "may" 105 2 -1 0 "unknown" "no"
"4051" 44 "blue-collar" "married" "primary" "no" -14 "yes" "yes" "unknown" 19 "may" 179 4 -1 0 "unknown" "no"
"4052" 47 "blue-collar" "single" "secondary" "no" 15 "yes" "no" "unknown" 19 "may" 62 2 -1 0 "unknown" "no"
"4057" 35 "blue-collar" "married" "secondary" "no" 474 "yes" "no" "unknown" 19 "may" 55 3 -1 0 "unknown" "no"
"4058" 44 "blue-collar" "married" "secondary" "no" 294 "yes" "no" "unknown" 19 "may" 66 2 -1 0 "unknown" "no"
"4060" 41 "blue-collar" "married" "primary" "no" 865 "no" "yes" "unknown" 19 "may" 19 5 -1 0 "unknown" "no"
"4065" 46 "blue-collar" "married" "tertiary" "no" 1497 "yes" "no" "unknown" 19 "may" 374 6 -1 0 "unknown" "no"
"4066" 46 "blue-collar" "married" "primary" "no" 7934 "yes" "no" "unknown" 19 "may" 123 1 -1 0 "unknown" "no"
"4067" 55 "blue-collar" "married" "secondary" "no" 1261 "no" "no" "unknown" 19 "may" 166 1 -1 0 "unknown" "no"
"4068" 45 "blue-collar" "married" "secondary" "no" 1124 "yes" "no" "unknown" 19 "may" 37 1 -1 0 "unknown" "no"
"4073" 54 "blue-collar" "divorced" "primary" "no" 8180 "no" "no" "unknown" 19 "may" 312 1 -1 0 "unknown" "no"
"4077" 40 "blue-collar" "single" "unknown" "no" -154 "yes" "yes" "unknown" 19 "may" 258 1 -1 0 "unknown" "no"
"4081" 31 "blue-collar" "married" "secondary" "no" 43 "yes" "no" "unknown" 19 "may" 405 3 -1 0 "unknown" "no"
"4084" 50 "blue-collar" "divorced" "secondary" "no" 2402 "yes" "no" "unknown" 19 "may" 219 1 -1 0 "unknown" "no"
"4095" 30 "blue-collar" "single" "primary" "no" 71 "yes" "no" "unknown" 19 "may" 122 6 -1 0 "unknown" "no"
"4098" 40 "blue-collar" "married" "primary" "no" 3736 "yes" "no" "unknown" 19 "may" 29 3 -1 0 "unknown" "no"
"4099" 38 "blue-collar" "married" "primary" "no" 2407 "yes" "no" "unknown" 19 "may" 218 1 -1 0 "unknown" "no"
"4111" 34 "blue-collar" "married" "primary" "no" 46 "yes" "yes" "unknown" 19 "may" 165 1 -1 0 "unknown" "no"
"4113" 25 "blue-collar" "single" "secondary" "no" 815 "yes" "no" "unknown" 19 "may" 268 6 -1 0 "unknown" "no"
"4115" 59 "blue-collar" "divorced" "primary" "no" 457 "yes" "no" "unknown" 19 "may" 63 1 -1 0 "unknown" "no"
"4120" 56 "blue-collar" "married" "secondary" "no" 316 "yes" "no" "unknown" 19 "may" 27 1 -1 0 "unknown" "no"
"4121" 37 "blue-collar" "married" "secondary" "no" 398 "yes" "no" "unknown" 19 "may" 206 1 -1 0 "unknown" "no"
"4126" 30 "blue-collar" "married" "secondary" "no" 1312 "yes" "no" "unknown" 19 "may" 285 2 -1 0 "unknown" "no"
"4127" 43 "blue-collar" "married" "primary" "no" 953 "yes" "no" "unknown" 19 "may" 135 1 -1 0 "unknown" "no"
"4128" 35 "blue-collar" "single" "secondary" "no" 5 "no" "no" "unknown" 19 "may" 268 3 -1 0 "unknown" "no"
"4131" 45 "blue-collar" "married" "primary" "no" 970 "yes" "no" "unknown" 19 "may" 208 5 -1 0 "unknown" "no"
"4136" 30 "blue-collar" "married" "secondary" "no" 12697 "yes" "yes" "unknown" 19 "may" 95 1 -1 0 "unknown" "no"
"4137" 47 "blue-collar" "married" "secondary" "no" 863 "yes" "no" "unknown" 19 "may" 943 2 -1 0 "unknown" "yes"
"4141" 48 "blue-collar" "married" "primary" "no" 281 "yes" "no" "unknown" 19 "may" 100 3 -1 0 "unknown" "no"
"4145" 53 "blue-collar" "married" "primary" "no" 10 "yes" "no" "unknown" 19 "may" 73 1 -1 0 "unknown" "no"
"4146" 25 "blue-collar" "married" "secondary" "no" 77 "yes" "no" "unknown" 19 "may" 31 1 -1 0 "unknown" "no"
"4148" 28 "blue-collar" "single" "secondary" "no" 43 "no" "no" "unknown" 19 "may" 190 1 -1 0 "unknown" "no"
"4149" 30 "blue-collar" "married" "primary" "no" 392 "yes" "no" "unknown" 19 "may" 351 1 -1 0 "unknown" "no"
"4154" 46 "blue-collar" "single" "primary" "no" 2851 "yes" "no" "unknown" 19 "may" 122 2 -1 0 "unknown" "no"
"4156" 32 "blue-collar" "married" "primary" "no" 1076 "yes" "no" "unknown" 19 "may" 67 1 -1 0 "unknown" "no"
"4157" 56 "blue-collar" "married" "secondary" "no" 25 "yes" "no" "unknown" 19 "may" 264 1 -1 0 "unknown" "no"
"4158" 20 "blue-collar" "married" "primary" "no" -172 "yes" "yes" "unknown" 19 "may" 238 3 -1 0 "unknown" "no"
"4160" 48 "blue-collar" "married" "secondary" "no" 5057 "yes" "no" "unknown" 19 "may" 21 2 -1 0 "unknown" "no"
"4161" 49 "blue-collar" "married" "primary" "no" 284 "yes" "no" "unknown" 19 "may" 81 1 -1 0 "unknown" "no"
"4162" 29 "blue-collar" "single" "tertiary" "no" 1012 "yes" "no" "unknown" 19 "may" 496 3 -1 0 "unknown" "no"
"4166" 28 "blue-collar" "married" "secondary" "no" 1827 "yes" "no" "unknown" 19 "may" 211 2 -1 0 "unknown" "no"
"4167" 31 "blue-collar" "married" "secondary" "no" 41 "yes" "no" "unknown" 19 "may" 265 1 -1 0 "unknown" "no"
"4168" 26 "blue-collar" "married" "secondary" "no" 484 "yes" "no" "unknown" 19 "may" 48 2 -1 0 "unknown" "no"
"4171" 31 "blue-collar" "single" "secondary" "no" 259 "yes" "no" "unknown" 19 "may" 287 1 -1 0 "unknown" "no"
"4174" 24 "blue-collar" "single" "secondary" "no" 0 "yes" "no" "unknown" 19 "may" 202 1 -1 0 "unknown" "no"
"4176" 40 "blue-collar" "married" "secondary" "no" -341 "yes" "no" "unknown" 19 "may" 192 1 -1 0 "unknown" "no"
"4179" 26 "blue-collar" "single" "secondary" "no" -5 "no" "no" "unknown" 19 "may" 260 1 -1 0 "unknown" "no"
"4182" 61 "blue-collar" "married" "primary" "no" 625 "yes" "no" "unknown" 19 "may" 158 2 -1 0 "unknown" "no"
"4188" 30 "blue-collar" "single" "secondary" "no" 16 "yes" "no" "unknown" 19 "may" 127 5 -1 0 "unknown" "no"
"4191" 40 "blue-collar" "married" "secondary" "no" -481 "yes" "yes" "unknown" 19 "may" 174 2 -1 0 "unknown" "no"
"4193" 54 "blue-collar" "married" "secondary" "no" -754 "yes" "no" "unknown" 19 "may" 222 2 -1 0 "unknown" "no"
"4198" 27 "blue-collar" "married" "secondary" "no" 72 "yes" "no" "unknown" 19 "may" 105 1 -1 0 "unknown" "no"
"4199" 31 "blue-collar" "married" "primary" "no" 2085 "yes" "yes" "unknown" 19 "may" 488 3 -1 0 "unknown" "no"
"4201" 31 "blue-collar" "married" "secondary" "no" 754 "yes" "no" "unknown" 19 "may" 1022 4 -1 0 "unknown" "yes"
"4203" 25 "blue-collar" "married" "secondary" "no" 300 "yes" "yes" "unknown" 19 "may" 126 3 -1 0 "unknown" "no"
"4206" 30 "blue-collar" "single" "unknown" "no" 0 "yes" "no" "unknown" 19 "may" 199 1 -1 0 "unknown" "no"
"4207" 33 "blue-collar" "married" "secondary" "no" 86 "yes" "no" "unknown" 19 "may" 364 1 -1 0 "unknown" "no"
"4208" 22 "blue-collar" "single" "secondary" "no" 0 "yes" "no" "unknown" 19 "may" 123 1 -1 0 "unknown" "no"
"4209" 36 "blue-collar" "married" "unknown" "no" 79 "yes" "no" "unknown" 19 "may" 201 14 -1 0 "unknown" "no"
"4210" 44 "blue-collar" "married" "secondary" "no" 87 "yes" "no" "unknown" 19 "may" 193 3 -1 0 "unknown" "no"
"4215" 45 "blue-collar" "married" "primary" "no" 2128 "yes" "no" "unknown" 19 "may" 149 4 -1 0 "unknown" "no"
"4224" 46 "blue-collar" "married" "secondary" "no" 679 "yes" "no" "unknown" 19 "may" 723 1 -1 0 "unknown" "no"
"4225" 41 "blue-collar" "married" "primary" "no" 262 "yes" "no" "unknown" 19 "may" 89 1 -1 0 "unknown" "no"
"4226" 32 "blue-collar" "divorced" "secondary" "no" 86 "no" "yes" "unknown" 19 "may" 703 1 -1 0 "unknown" "no"
"4228" 48 "blue-collar" "married" "primary" "no" 456 "yes" "yes" "unknown" 19 "may" 289 1 -1 0 "unknown" "no"
"4232" 48 "blue-collar" "married" "secondary" "no" 841 "yes" "no" "unknown" 19 "may" 215 1 -1 0 "unknown" "no"
"4239" 42 "blue-collar" "married" "unknown" "no" 1323 "yes" "no" "unknown" 19 "may" 19 1 -1 0 "unknown" "no"
"4240" 31 "blue-collar" "single" "secondary" "no" 75 "yes" "no" "unknown" 19 "may" 346 1 -1 0 "unknown" "no"
"4241" 34 "blue-collar" "married" "primary" "no" -288 "yes" "no" "unknown" 19 "may" 643 1 -1 0 "unknown" "no"
"4243" 43 "blue-collar" "married" "secondary" "no" 1071 "yes" "no" "unknown" 19 "may" 411 1 -1 0 "unknown" "no"
"4244" 54 "blue-collar" "married" "secondary" "no" 887 "yes" "no" "unknown" 19 "may" 133 1 -1 0 "unknown" "no"
"4246" 41 "blue-collar" "married" "primary" "no" 3722 "yes" "no" "unknown" 19 "may" 590 2 -1 0 "unknown" "no"
"4249" 48 "blue-collar" "married" "primary" "no" 6489 "yes" "no" "unknown" 19 "may" 263 1 -1 0 "unknown" "no"
"4253" 32 "blue-collar" "married" "secondary" "no" 101 "yes" "no" "unknown" 19 "may" 191 4 -1 0 "unknown" "no"
"4254" 49 "blue-collar" "married" "secondary" "no" 402 "yes" "no" "unknown" 19 "may" 571 1 -1 0 "unknown" "no"
"4255" 23 "blue-collar" "single" "secondary" "no" 525 "yes" "no" "unknown" 19 "may" 180 1 -1 0 "unknown" "no"
"4257" 52 "blue-collar" "married" "secondary" "no" 157 "yes" "yes" "unknown" 19 "may" 107 2 -1 0 "unknown" "no"
"4259" 22 "blue-collar" "married" "secondary" "no" 36 "yes" "no" "unknown" 19 "may" 120 3 -1 0 "unknown" "no"
"4260" 60 "blue-collar" "married" "secondary" "no" 171 "yes" "no" "unknown" 19 "may" 219 2 -1 0 "unknown" "no"
"4263" 49 "blue-collar" "married" "primary" "no" 1536 "yes" "no" "unknown" 19 "may" 400 2 -1 0 "unknown" "no"
"4264" 32 "blue-collar" "single" "secondary" "no" 476 "yes" "yes" "unknown" 19 "may" 503 2 -1 0 "unknown" "no"
"4265" 45 "blue-collar" "married" "secondary" "no" 42 "yes" "no" "unknown" 19 "may" 125 5 -1 0 "unknown" "no"
"4273" 24 "blue-collar" "single" "unknown" "no" 76 "yes" "no" "unknown" 19 "may" 345 1 -1 0 "unknown" "no"
"4274" 28 "blue-collar" "single" "secondary" "no" 362 "yes" "no" "unknown" 19 "may" 263 1 -1 0 "unknown" "no"
"4276" 40 "blue-collar" "married" "secondary" "no" -365 "yes" "no" "unknown" 19 "may" 44 43 -1 0 "unknown" "no"
"4278" 31 "blue-collar" "single" "secondary" "no" 19 "yes" "no" "unknown" 19 "may" 178 5 -1 0 "unknown" "no"
"4279" 47 "blue-collar" "married" "primary" "no" 146 "yes" "yes" "unknown" 19 "may" 53 5 -1 0 "unknown" "no"
"4280" 40 "blue-collar" "divorced" "secondary" "no" 125 "yes" "no" "unknown" 19 "may" 349 2 -1 0 "unknown" "no"
"4282" 26 "blue-collar" "divorced" "secondary" "no" 0 "yes" "no" "unknown" 19 "may" 48 3 -1 0 "unknown" "no"
"4284" 31 "blue-collar" "single" "tertiary" "no" 462 "yes" "yes" "unknown" 19 "may" 147 1 -1 0 "unknown" "no"
"4287" 41 "blue-collar" "married" "unknown" "no" 665 "yes" "no" "unknown" 19 "may" 142 3 -1 0 "unknown" "no"
"4289" 27 "blue-collar" "married" "secondary" "no" 613 "yes" "no" "unknown" 19 "may" 65 3 -1 0 "unknown" "no"
"4291" 44 "blue-collar" "married" "secondary" "no" 1087 "yes" "no" "unknown" 19 "may" 100 2 -1 0 "unknown" "no"
"4292" 36 "blue-collar" "married" "primary" "no" 2079 "yes" "yes" "unknown" 19 "may" 403 2 -1 0 "unknown" "no"
"4295" 32 "blue-collar" "single" "secondary" "no" 1211 "yes" "no" "unknown" 19 "may" 206 4 -1 0 "unknown" "no"
"4296" 31 "blue-collar" "married" "secondary" "no" 9714 "yes" "no" "unknown" 19 "may" 182 2 -1 0 "unknown" "no"
"4301" 50 "blue-collar" "married" "secondary" "no" 170 "yes" "yes" "unknown" 19 "may" 234 13 -1 0 "unknown" "no"
"4303" 34 "blue-collar" "single" "secondary" "no" 1484 "yes" "no" "unknown" 19 "may" 194 5 -1 0 "unknown" "no"
"4313" 32 "blue-collar" "married" "primary" "no" 424 "yes" "no" "unknown" 19 "may" 313 2 -1 0 "unknown" "no"
"4315" 55 "blue-collar" "married" "secondary" "no" 212 "yes" "no" "unknown" 19 "may" 324 2 -1 0 "unknown" "no"
"4316" 27 "blue-collar" "single" "secondary" "no" 5 "yes" "no" "unknown" 19 "may" 205 3 -1 0 "unknown" "no"
"4318" 22 "blue-collar" "single" "secondary" "no" 3992 "yes" "yes" "unknown" 19 "may" 194 2 -1 0 "unknown" "no"
"4321" 57 "blue-collar" "married" "secondary" "no" 8195 "yes" "no" "unknown" 19 "may" 160 2 -1 0 "unknown" "no"
"4323" 34 "blue-collar" "married" "secondary" "no" 1710 "yes" "yes" "unknown" 19 "may" 187 3 -1 0 "unknown" "no"
"4326" 30 "blue-collar" "married" "secondary" "no" 0 "no" "no" "unknown" 19 "may" 159 3 -1 0 "unknown" "no"
"4328" 45 "blue-collar" "married" "secondary" "no" 771 "yes" "no" "unknown" 19 "may" 221 2 -1 0 "unknown" "no"
"4329" 34 "blue-collar" "divorced" "secondary" "no" 164 "yes" "no" "unknown" 19 "may" 102 13 -1 0 "unknown" "no"
"4334" 45 "blue-collar" "married" "secondary" "no" 4111 "yes" "no" "unknown" 19 "may" 211 2 -1 0 "unknown" "no"
"4335" 42 "blue-collar" "married" "primary" "no" 170 "yes" "no" "unknown" 19 "may" 51 41 -1 0 "unknown" "no"
"4336" 49 "blue-collar" "married" "secondary" "no" 1854 "yes" "no" "unknown" 19 "may" 173 5 -1 0 "unknown" "no"
"4337" 54 "blue-collar" "married" "secondary" "no" 233 "yes" "no" "unknown" 19 "may" 220 3 -1 0 "unknown" "no"
"4340" 43 "blue-collar" "married" "primary" "no" 1147 "yes" "yes" "unknown" 19 "may" 112 7 -1 0 "unknown" "no"
"4342" 45 "blue-collar" "married" "unknown" "no" 1263 "yes" "no" "unknown" 19 "may" 283 3 -1 0 "unknown" "no"
"4350" 28 "blue-collar" "married" "secondary" "no" 224 "yes" "no" "unknown" 19 "may" 571 5 -1 0 "unknown" "no"
"4352" 27 "blue-collar" "single" "secondary" "yes" -3 "yes" "no" "unknown" 19 "may" 265 5 -1 0 "unknown" "no"
"4353" 25 "blue-collar" "married" "secondary" "no" 316 "yes" "yes" "unknown" 19 "may" 360 2 -1 0 "unknown" "no"
"4355" 31 "blue-collar" "married" "primary" "no" 352 "yes" "no" "unknown" 19 "may" 97 9 -1 0 "unknown" "no"
"4356" 40 "blue-collar" "married" "primary" "no" -22 "yes" "no" "unknown" 19 "may" 84 3 -1 0 "unknown" "no"
"4361" 37 "blue-collar" "married" "primary" "no" 53 "yes" "no" "unknown" 19 "may" 467 4 -1 0 "unknown" "no"
"4362" 47 "blue-collar" "married" "unknown" "no" -345 "yes" "no" "unknown" 19 "may" 18 14 -1 0 "unknown" "no"
"4364" 52 "blue-collar" "married" "secondary" "no" 2231 "yes" "yes" "unknown" 19 "may" 470 4 -1 0 "unknown" "no"
"4367" 45 "blue-collar" "married" "secondary" "no" 1345 "yes" "no" "unknown" 19 "may" 120 7 -1 0 "unknown" "no"
"4368" 52 "blue-collar" "married" "primary" "no" 522 "yes" "no" "unknown" 19 "may" 298 2 -1 0 "unknown" "no"
"4370" 44 "blue-collar" "married" "secondary" "no" 261 "yes" "no" "unknown" 19 "may" 87 5 -1 0 "unknown" "no"
"4373" 48 "blue-collar" "married" "primary" "no" 490 "yes" "no" "unknown" 19 "may" 622 2 -1 0 "unknown" "no"
"4383" 34 "blue-collar" "married" "primary" "no" 183 "yes" "no" "unknown" 19 "may" 3078 4 -1 0 "unknown" "no"
"4400" 30 "blue-collar" "married" "secondary" "no" 9 "yes" "no" "unknown" 20 "may" 184 1 -1 0 "unknown" "no"
"4403" 36 "blue-collar" "married" "secondary" "no" 4438 "yes" "no" "unknown" 20 "may" 446 1 -1 0 "unknown" "yes"
"4405" 38 "blue-collar" "married" "secondary" "no" 171 "yes" "yes" "unknown" 20 "may" 172 1 -1 0 "unknown" "no"
"4408" 39 "blue-collar" "married" "secondary" "no" 298 "yes" "no" "unknown" 20 "may" 216 1 -1 0 "unknown" "no"
"4410" 47 "blue-collar" "married" "secondary" "no" 290 "yes" "no" "unknown" 20 "may" 409 2 -1 0 "unknown" "no"
"4413" 35 "blue-collar" "married" "secondary" "no" 1602 "yes" "yes" "unknown" 20 "may" 171 1 -1 0 "unknown" "no"
"4416" 38 "blue-collar" "single" "primary" "no" 419 "yes" "no" "unknown" 20 "may" 656 1 -1 0 "unknown" "no"
"4417" 35 "blue-collar" "divorced" "secondary" "no" 0 "yes" "no" "unknown" 20 "may" 1205 1 -1 0 "unknown" "yes"
"4418" 31 "blue-collar" "married" "secondary" "no" -88 "yes" "no" "unknown" 20 "may" 202 6 -1 0 "unknown" "no"
"4419" 35 "blue-collar" "married" "secondary" "no" 274 "yes" "yes" "unknown" 20 "may" 205 1 -1 0 "unknown" "no"
"4426" 35 "blue-collar" "married" "secondary" "no" 499 "yes" "no" "unknown" 20 "may" 328 1 -1 0 "unknown" "no"
"4432" 35 "blue-collar" "married" "primary" "no" 102 "yes" "no" "unknown" 20 "may" 1334 1 -1 0 "unknown" "yes"
"4438" 34 "blue-collar" "married" "secondary" "no" 4622 "yes" "yes" "unknown" 20 "may" 217 1 -1 0 "unknown" "no"
"4444" 38 "blue-collar" "married" "secondary" "no" 0 "yes" "no" "unknown" 20 "may" 90 1 -1 0 "unknown" "no"
"4445" 36 "blue-collar" "married" "secondary" "no" 7579 "yes" "no" "unknown" 20 "may" 600 1 -1 0 "unknown" "no"
"4446" 35 "blue-collar" "married" "secondary" "no" 4635 "yes" "no" "unknown" 20 "may" 148 1 -1 0 "unknown" "no"
"4448" 32 "blue-collar" "married" "primary" "no" 0 "yes" "no" "unknown" 20 "may" 142 1 -1 0 "unknown" "no"
"4452" 33 "blue-collar" "married" "tertiary" "no" 6138 "yes" "no" "unknown" 20 "may" 369 1 -1 0 "unknown" "no"
"4453" 30 "blue-collar" "married" "secondary" "no" 1803 "yes" "no" "unknown" 20 "may" 29 1 -1 0 "unknown" "no"
"4456" 31 "blue-collar" "married" "secondary" "no" 2 "yes" "no" "unknown" 20 "may" 182 2 -1 0 "unknown" "yes"
"4459" 30 "blue-collar" "single" "secondary" "no" 4648 "yes" "no" "unknown" 20 "may" 37 1 -1 0 "unknown" "no"
"4460" 31 "blue-collar" "single" "secondary" "no" 2089 "yes" "no" "unknown" 20 "may" 34 1 -1 0 "unknown" "no"
"4476" 38 "blue-collar" "married" "secondary" "no" 732 "yes" "yes" "unknown" 20 "may" 269 1 -1 0 "unknown" "no"
"4477" 32 "blue-collar" "married" "secondary" "no" 328 "yes" "no" "unknown" 20 "may" 132 1 -1 0 "unknown" "no"
"4484" 36 "blue-collar" "married" "unknown" "no" 17983 "yes" "no" "unknown" 20 "may" 100 1 -1 0 "unknown" "no"
"4492" 36 "blue-collar" "married" "unknown" "no" -656 "yes" "no" "unknown" 20 "may" 92 2 -1 0 "unknown" "no"
"4498" 39 "blue-collar" "married" "secondary" "no" 0 "yes" "yes" "unknown" 20 "may" 40 1 -1 0 "unknown" "no"
"4499" 35 "blue-collar" "single" "primary" "no" 47 "no" "no" "unknown" 20 "may" 317 1 -1 0 "unknown" "no"
"4500" 35 "blue-collar" "married" "secondary" "no" 2054 "yes" "no" "unknown" 20 "may" 447 1 -1 0 "unknown" "no"
"4505" 40 "blue-collar" "married" "secondary" "no" 877 "yes" "no" "unknown" 20 "may" 207 6 -1 0 "unknown" "no"
"4506" 37 "blue-collar" "married" "primary" "no" 398 "yes" "yes" "unknown" 20 "may" 309 1 -1 0 "unknown" "no"
"4507" 37 "blue-collar" "married" "primary" "no" 2240 "yes" "no" "unknown" 20 "may" 214 1 -1 0 "unknown" "no"
"4517" 37 "blue-collar" "married" "secondary" "no" 362 "yes" "no" "unknown" 20 "may" 277 2 -1 0 "unknown" "no"
"4518" 33 "blue-collar" "married" "primary" "no" 163 "yes" "no" "unknown" 20 "may" 135 1 -1 0 "unknown" "no"
"4519" 40 "blue-collar" "married" "primary" "no" -740 "yes" "no" "unknown" 20 "may" 126 3 -1 0 "unknown" "no"
"4522" 38 "blue-collar" "married" "secondary" "no" -152 "no" "no" "unknown" 20 "may" 100 1 -1 0 "unknown" "no"
"4526" 52 "blue-collar" "divorced" "primary" "no" 0 "yes" "yes" "unknown" 20 "may" 47 1 -1 0 "unknown" "no"
"4528" 39 "blue-collar" "married" "secondary" "no" 327 "yes" "no" "unknown" 20 "may" 244 1 -1 0 "unknown" "no"
